CDODefId,CDOName,Workspace,OntologyStatus,OntologyFile,Classification,Rationale,FieldCount,ForeignKeyCount,IncomingForeignKeyCount
679477407,A_EmployeeGroupDefaultForObjec,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,1,0
679477405,A_EmployeeGroupEntries,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,2,0
679477406,A_EmployeeGroupGroups,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,5,2,0
681574422,A_EqpDispatchQueryMatrix,40,modeled,semiconductor_scheduling_flow_ontology.json,modeled,存在与物理CDOName精确同名的本体类,17,7,0
679477681,A_EqpProcessCapability,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,10,3,0
679477702,A_EqpSetProcessCapabilityHist,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,1
679477703,A_EqpSetProcessCapabilityHistD,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,1,0
679477644,A_EquipmentAutomationSetupHist,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,0
679477513,A_EquipmentMaterials,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,19,4,0
679477642,A_EquipmentMaterialsSetupHist,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,20,1,1
679477643,A_EquipmentMaterialsSetupHistD,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,31,4,0
679477424,A_EquipmentMatrix,40,modeled,semiconductor_process_equipment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,23,10,6
679477425,A_EquipmentMatrixExceptions,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477259,A_EquipmentParamList,40,modeled,semiconductor_process_equipment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,2
679477263,A_EquipmentParamListDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,11,2,0
679477484,A_EquipmentParams,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,11,2,0
679477520,A_EquipmentRejects,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,17,3,0
679477706,A_EquipmentReservationHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,15,5,1
679477604,A_EquipmentSetupHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,1
679477606,A_EquipmentSetupHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,20,1,0
679477688,A_ExpAutoHold,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,16,5,0
679477689,A_ExpAutoSplit,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,18,3,0
679477690,A_ExpAutoSS,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,3,0
679477691,A_ExperimentAction,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,1,0
679477692,A_ExperimentPlan,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,21,7,5
679477693,A_ExperimentPlanBase,40,modeled,semiconductor_cio_bases_ontology.json,modeled,存在与物理CDOName精确同名的本体类,6,1,1
679477694,A_ExperimentPlanDetails,40,modeled,semiconductor_process_wip_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,25,11,3
679477695,A_ExpParameterOverrides,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,13,6,0
679477696,A_ExpSpecialCheckSheet,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,2
679477697,A_ExpSpecialInstructions,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,15,2,2
679477443,A_ExternalInterface,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,3
679477444,A_ExternalInterfaceDetail,40,modeled,semiconductor_print_interface_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,1,2
679477445,A_ExternalInterfaceDetailParam,40,modeled,semiconductor_print_interface_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,8,1,0
679477454,A_ExternalInterfaceDetailRule,40,modeled,semiconductor_print_interface_details_ontology.json,modeled,存在与物理CDOName精确同名的本体类,9,2,0
679477286,A_ExternalLocation,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,2
679477333,A_ExternalLocationType,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477356,A_FutureHoldSetup,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,30,12,0
679477353,A_HoldLocation,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,12
679477298,A_ImpoundType,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477388,A_InsertionReason,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,4
679477414,A_ItemCategory,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,2,2
679477415,A_ItemCategoryDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,10,2,0
679477412,A_ItemType,40,modeled,semiconductor_wafer_experiment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,20,2,3
679477413,A_ItemTypeDynamicChecks,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,1,0
679477557,A_Job,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,36,10,7
679477472,A_JobCauseCode,csi,modeled,semiconductor_user_job_spc_configuration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
679477558,A_JobChecklist,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,8,1,0
679477560,A_JobCodesByResource,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,10,3,0
679477402,A_JobModel,csi,modeled,semiconductor_shared_support_ontology.json,modeled,存在与物理CDOName精确同名的本体类,14,3,8
679477469,A_JobModelDetail,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,16,4,2
679477470,A_JobModelDetailChecklist,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,12,3,0
679477471,A_JobModelDetailToStage,csi,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,9,2,0
679477403,A_JobOrder,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,3,4
679477475,A_JobOrderDetail,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,2,0
679477476,A_JobOrderTechnician,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,2,0
679477473,A_JobRepairCode,csi,modeled,semiconductor_user_job_spc_configuration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
679477401,A_JobStage,csi,modeled,semiconductor_user_job_spc_configuration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,5
679477474,A_JobSymptomCode,csi,modeled,semiconductor_user_job_spc_configuration_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,3
679477559,A_JobTechnician,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,15,2,0
679477669,A_JobTxnHistory,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,33,9,1
679477670,A_JobTxnHistoryDetail,csi,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,16,2,0
679477283,A_LocationMap,40,modeled,semiconductor_service_location_ontology.json,modeled,存在与物理CDOName精确同名的本体类,13,4,9
679477339,A_LossReasonLimits,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,12,2,1
679477390,A_LossReasonLimitsDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,8,2,0
679477707,A_LotAssignExpHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,11,1,0
679477708,A_LotAssignExpHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,18,3,0
679477496,A_LotAttributes,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,78,7,1
679477545,A_LotAttributesEx,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,2,0
679477486,A_LotBins,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,23,5,0
679477650,A_LotBinsTransferHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,1,0
679477651,A_LotBinsTransferHistoryDetail,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,0,0
679477667,A_LotCarriersSetupHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,0
679477668,A_LotCarriersSetupHistoryDetai,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,0
679477712,A_LotCarriersValidate,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,4,2
679477713,A_LotCarriersValidateValidated,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
679477516,A_LotDefects,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,4,0
679477534,A_LotDisposition,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,38,8,2
679477535,A_LotDispositionDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,2,2
679477638,A_LotDispositionDetailsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,17,2,2
679477538,A_LotDispositionDetailsQtys,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477640,A_LotDispositionDetailsQtysHis,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477541,A_LotDispositionDetailsWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,1,0
679477649,A_LotDispositionDetailsWafersH,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,1,0
679477637,A_LotDispositionHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,39,9,2
679477700,A_LotExperimentPlans,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,4,0
679477521,A_LotFutureHold,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,23,7,0
679477631,A_LotFutureHoldHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,22,6,0
679477519,A_LotHoldLocations,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,25,5,0
679477625,A_LotHoldLocationsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,24,4,0
679477546,A_LotItems,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,27,5,1
679477523,A_LotLoans,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,19,1,1
679477632,A_LotLoansHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,18,0,1
679477524,A_LotLoansWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477633,A_LotLoansWafersHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477505,A_LotMaterials,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,25,2,0
679477522,A_LotMaxTimeWindow,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,24,7,0
679477630,A_LotMaxTimeWindowHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,23,6,0
679477629,A_LotPackingHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,16,1,1
679477659,A_LotPackingHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,3,0
679477699,A_LotReservedEquipments,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,4,0
679477599,A_LotScheCancelHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,0
679477600,A_LotScheModifyHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,1
679477601,A_LotScheModifyHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,1,0
679477337,A_LotSizeLimits,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,0
679477376,A_LotSizeSamplingSetup,40,modeled,semiconductor_spc_yield_ontology.json,modeled,存在与物理CDOName精确同名的本体类,12,3,1
679477377,A_LotSizeSamplingSetupDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,10,1,0
679477529,A_LotSorting,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,2,2
679477530,A_LotSortingWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,22,6,0
679477525,A_LotSortIQC,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,2,3
679477526,A_LotSortIQCFailures,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,2,0
679477527,A_LotSortIQCWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,1,1
679477528,A_LotSortIQCWafersFailures,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,2,0
679477533,A_LotSortSQA,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,2,2
679477531,A_LotSortSQAWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,1,1
679477532,A_LotSortSQAWafersFailures,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,2,0
679477501,A_LotSpecPassCounts,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,2,0
679477701,A_LotSubProductWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,8,3,1
679477485,A_LotTestedTestParams,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,20,1,0
679477515,A_LotTestIQC,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,23,1,0
679477500,A_LotWaferRunNumbers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,0
679477499,A_LotWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,66,8,3
679477657,A_LotWafersHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,63,5,4
679477709,A_LotWafersHistoryLotSubProduc,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,5,2,0
679477555,A_LotWafersMaterials,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,24,2,0
679477666,A_LotWafersMaterialsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,24,2,0
679477554,A_LotWafersRuns,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,2,0
679477663,A_LotWafersRunsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,2,0
679477312,A_MachineGroup,40,modeled,semiconductor_foundation_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477455,A_MaintenanceReqChecklist,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,16,3,0
679477456,A_MaintenanceStatusChecklist,csi,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,12,2,0
679477396,A_MaskLayer,40,modeled,semiconductor_foundation_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,4
679477397,A_MaskSet,40,modeled,semiconductor_foundation_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,2
679477398,A_MaskSetDetails,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,9,2,2
679477399,A_MaskSetDetailsMasks,40,not_modeled,,child_or_association,名称显示为明细、映射、列表或参数子表,9,2,0
679477608,A_MaterialAdjustQtyHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,0
679477320,A_MaterialCategory,40,modeled,semiconductor_foundation_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,1
679477321,A_MaterialPartVendors,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477317,A_MaterialType,40,modeled,semiconductor_foundation_ontology.json,modeled,存在与物理CDOName精确同名的本体类,17,3,3
679477318,A_MaterialTypeSpecs,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477319,A_MaterialTypeVendors,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,9,2,0
679477357,A_MaxTimeWindowSetup,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,31,14,0
679477447,A_MfgOrderMaterials,40,not_modeled,,non_top_level_record,虽有独立主键，但缺少名称、冻结/变更或被引用等顶级建模特征,10,2,0
679477358,A_MinTimeWindowSetup,40,modeled,semiconductor_wip_control_ontology.json,modeled,存在与物理CDOName精确同名的本体类,30,13,0
679477580,A_ModifyAttrsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,13,1,1
679477581,A_ModifyAttrsHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,20,1,0
679477316,A_ModifyAttrsReason,40,modeled,semiconductor_carrier_material_tool_ontology.json,modeled,存在与物理CDOName精确同名的本体类,11,2,0
679477292,A_ModifyAttrsSetup,40,modeled,semiconductor_process_equipment_ontology.json,modeled,存在与物理CDOName精确同名的本体类,20,3,7
679477617,A_ModifyBinsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,11,1,1
679477618,A_ModifyBinsHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,22,1,0
679477615,A_ModifyDefectsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,11,1,1
679477616,A_ModifyDefectsHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,19,1,0
679477623,A_ModifyInsertionHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,9,1,2
679477624,A_ModifyInsertionHistoryDetail,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,11,1,1
679477654,A_ModifyInsertionHistoryWafers,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,2,0
679477652,A_ModifyItemsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,14,1,1
679477653,A_ModifyItemsHistoryDetails,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,21,1,0
679477584,A_ModifyMaterialsHistory,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,12,1,1
679477585,A_ModifyMaterialsHistoryDetail,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,28,1,0
679477635,A_ModifyTestedTestParamsHist,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,11,1,1
679477634,A_ModifyTestedTestParamsHistD,40,not_modeled,,runtime_or_history,名称显示为运行、历史、审计、缓存或日志表,23,1,0
